order_long,order_short,week,position,song,artist
42741,3400,2/24/18,36,King's Dead,"Jay Rock, Kendrick Lamar, Future"
42745,3401,2/24/18,39,Wait,Maroon 5
42788,3402,3/10/18,2,Psycho,Post Malone
42803,3403,3/10/18,17,44 More,Logic
42842,3404,3/17/18,16,Sad!,XXXTentacion
42847,3405,3/17/18,21,Top Off,DJ Khaled
42855,3406,3/17/18,29,Whatever It Takes,Imagine Dragons
42895,3407,3/24/18,29,Everyday,Logic
42896,3408,3/24/18,30,Heaven,Kane Brown
42903,3409,3/24/18,37,Friends,Marshmello
42914,3410,3/31/18,8,Freaky Friday,Lil Dicky
42922,3411,3/31/18,16,Walk It Talk It,Migos
42939,3412,3/31/18,33,Moonlight,XXXTentacion
42940,3413,3/31/18,34,Changes,XXXTentacion
42945,3414,3/31/18,39,Most People Are Good,Luke Bryan
42946,3415,3/31/18,40,In My Blood,Shawn Mendes
42982,3416,4/7/18,36,Powerglide,Rae Sremmurd
42986,3417,4/7/18,40,New Freezer,Rich The Kid
42990,3418,4/14/18,4,Call Out My Name,Weeknd
43000,3419,4/14/18,14,Be Careful,Cardi B
43007,3420,4/14/18,21,Try Me,Weeknd
43012,3421,4/14/18,26,Wasted Times,Weeknd
43020,3422,4/14/18,34,I Was Never There,Weeknd
43026,3423,4/14/18,40,Japan,Famous Dex
43027,3424,4/21/18,1,Nice For What,Drake
43032,3425,4/21/18,6,I Like It,"Cardi B, Bad Bunny"
43042,3426,4/21/18,16,Drip,Cardi B
43052,3427,4/21/18,26,Ring,Cardi B
43061,3428,4/21/18,35,Get Up 10,Cardi B
43063,3429,4/21/18,37,Best Life,Cardi B
43064,3430,4/21/18,38,Bickenhead,Cardi B
43074,3431,4/28/18,8,Chun-Li,Nicki Minaj
43086,3432,4/28/18,20,Esskeetit,Lil Pump
43104,3433,4/28/18,38,Cry Pretty,Carrie Underwood
43109,3434,5/5/18,3,No Tears Left To Cry,Ariana Grande
43112,3435,5/5/18,6,ATM,J. Cole
43113,3436,5/5/18,7,Kevin's Heart,J. Cole
43114,3437,5/5/18,8,KOD,J. Cole
43117,3438,5/5/18,11,Photograph,J. Cole
43124,3439,5/5/18,18,Motiv8,J. Cole
43125,3440,5/5/18,19,1985 (Intro To The Fall Off),J. Cole
43129,3441,5/5/18,23,The Cut Off,J. Cole
43132,3442,5/5/18,26,Brackets,J. Cole
43152,3443,5/12/18,6,Better Now,Post Malone
43155,3444,5/12/18,9,Over Now,Post Malone
43156,3445,5/12/18,10,Ball For Me,Post Malone
43161,3446,5/12/18,15,Paranoid,Post Malone
43163,3447,5/12/18,17,Rich &amp; Sad,Post Malone
43164,3448,5/12/18,18,Spoil My Night,Post Malone
43168,3449,5/12/18,22,Stay,Post Malone
43171,3450,5/12/18,25,Same Bitches,"Post Malone, G-Eazy"
43172,3451,5/12/18,26,Zack And Codeine,Post Malone
43187,3452,5/19/18,1,This Is America,Childish Gambino
43218,3453,5/19/18,32,Dame Tu Cosita,El Chombo
43221,3454,5/19/18,35,Te Bote,"Nio Garcia, Casper, Darell, Nicky Jam, Bad Bunny"
43235,3455,5/26/18,9,Boo'd Up,Ella Mai
43256,3456,5/26/18,30,One Kiss,Calvin Harris
43257,3457,5/26/18,31,One Number Away,Luke Combs
43259,3458,5/26/18,33,Delicate,Taylor Swift
43263,3459,5/26/18,37,Plug Walk,Rich The Kid
43266,3460,5/26/18,40,Never Be The Same,Camila Cabello
43272,3461,6/2/18,6,Yes Indeed,Lil Baby
43273,3462,6/2/18,7,Fake Love,BTS
43297,3463,6/2/18,31,Love Lies,Khalid
43300,3464,6/2/18,34,Lucid Dreams,Juice WRLD
43301,3465,6/2/18,35,Overdose,YoungBoy Never Broke Again
43325,3466,6/9/18,19,I'm Upset,Drake
43336,3467,6/9/18,30,Tequila,Dan + Shay
43345,3468,6/9/18,39,Back To You,Selena Gomez
43350,3469,6/16/18,4,Girls Like You,Maroon 5
43354,3470,6/16/18,8,Yikes,Kanye West
43356,3471,6/16/18,10,Ghost Town,Kanye West
43380,3472,6/16/18,34,All Mine,Kanye West
43382,3473,6/16/18,36,Violent Crimes,Kanye West
43384,3474,6/16/18,38,I Thought About Killing You,Kanye West
43385,3475,6/16/18,39,No Mistakes,Kanye West
43422,3476,6/23/18,36,Taste,Tyga
43423,3477,6/23/18,37,Reborn,Kids See Ghosts
43437,3478,6/30/18,11,Apes**t,Carters
43463,3479,6/30/18,37,Bed,Nicki Minaj
43508,3480,7/14/18,2,Nonstop,Drake
43512,3481,7/14/18,6,Don't Matter To Me,Drake
43515,3482,7/14/18,9,In My Feelings,Drake
43517,3483,7/14/18,11,Emotionless,Drake
43520,3484,7/14/18,14,Mob Ties,Drake
43523,3485,7/14/18,17,Elevate,Drake
43535,3486,7/14/18,29,Survival,Drake
43536,3487,7/14/18,30,Can't Take A Joke,Drake
43537,3488,7/14/18,31,Talk Up,Drake
43538,3489,7/14/18,32,8 Out Of 10,Drake
43539,3490,7/14/18,33,Sandra's Rose,Drake
43540,3491,7/14/18,34,Summer Games,Drake
43541,3492,7/14/18,35,Blue Tint,Drake
43542,3493,7/14/18,36,Jaded,Drake
43543,3494,7/14/18,37,Is There More,Drake
43544,3495,7/14/18,38,That's How You Feel,Drake
43545,3496,7/14/18,39,Peak,Drake
43574,3497,7/21/18,29,I Like Me Better,Lauv
43577,3498,7/21/18,32,Get Along,Kenny Chesney
43578,3499,7/21/18,33,Simple,Florida Georgia Line
43582,3500,7/21/18,37,Mercy,Brett Young
43585,3501,7/21/18,40,Sit Next To Me,Foster The People
43594,3502,7/28/18,9,God Is A Woman,Ariana Grande
43622,3503,7/28/18,37,Big Bank,"YG, 2 Chainz, Big Sean"
43629,3504,8/4/18,4,Fefe,"6ix9ine, Nicki Minaj"
43655,3505,8/4/18,30,Natural,Imagine Dragons
43670,3506,8/11/18,5,No Brainer,DJ Khaled
43703,3507,8/11/18,38,Life Changes,Thomas Rhett
43709,3508,8/18/18,4,Sicko Mode,Travis Scott
43712,3509,8/18/18,7,Stargazing,Travis Scott
43726,3510,8/18/18,21,Yosemite,Travis Scott
43737,3511,8/18/18,32,R.I.P Screw,Travis Scott
43738,3512,8/18/18,33,Stop Trying To Be God,Travis Scott
43741,3513,8/18/18,36,Wake Up,Travis Scott
43742,3514,8/18/18,37,Can't Say,Travis Scott
43743,3515,8/18/18,38,No Bystanders,Travis Scott
43744,3516,8/18/18,39,5% Tint,Travis Scott
43757,3517,8/25/18,12,Barbie Dreams,Nicki Minaj
43780,3518,8/25/18,35,Drowns The Whiskey,Jason Aldean
43781,3519,8/25/18,36,Eastside,"Benny Blanco, Khalid"
43821,3520,9/1/18,36,"Sunrise, Sunburn, Sunset",Luke Bryan
43837,3521,9/8/18,12,Idol,BTS
43859,3522,9/8/18,34,I'm A Mess,Bebe Rexha
43871,3523,9/15/18,6,Lucky You,Eminem
43872,3524,9/15/18,7,The Ringer,Eminem
43883,3525,9/15/18,18,Fall,Eminem
43884,3526,9/15/18,19,Kamikaze,Eminem
43886,3527,9/15/18,21,Greatest,Eminem
43887,3528,9/15/18,22,Not Alike,Eminem
43890,3529,9/15/18,25,Bebe,6ix9ine
43898,3530,9/15/18,33,Normal,Eminem
43902,3531,9/15/18,37,Stepping Stone,Eminem
43911,3532,9/22/18,6,I Love It,Kanye West
43920,3533,9/22/18,15,Rap Devil,Machine Gun Kelly
43936,3534,9/22/18,31,Self Care,Mac Miller
43942,3535,9/22/18,37,You Say,Lauren Daigle
43948,3536,9/29/18,3,Killshot,Eminem
43971,3537,9/29/18,26,Drip Too Hard,Lil Baby
43972,3538,9/29/18,27,Wake Up In The Sky,"Gucci Mane, Bruno Mars"
43979,3539,9/29/18,34,New Patek,Lil Uzi Vert
43985,3540,9/29/18,40,Better,Khalid
44027,3541,10/13/18,2,Mona Lisa,Lil Wayne
44030,3542,10/13/18,5,Don't Cry,Lil Wayne
44033,3543,10/13/18,8,Shallow,Lady Gaga
44034,3544,10/13/18,9,Let It Fly,Lil Wayne
44041,3545,10/13/18,16,Taki Taki,"DJ Snake, Ozuna, Selena Gomez"
44044,3546,10/13/18,19,Dark Side Of The Moon,Lil Wayne
44061,3547,10/13/18,36,Uproar,Lil Wayne
44062,3548,10/13/18,37,Dedicate,Lil Wayne
44063,3549,10/13/18,38,Can't Be Broken,Lil Wayne
44064,3550,10/13/18,39,What About Me,Lil Wayne
44065,3551,10/13/18,40,Famous,Lil Wayne
44072,3552,10/20/18,7,Youngblood,5 Seconds Of Summer
44073,3553,10/20/18,8,Happier,Marshmello
44078,3554,10/20/18,13,Without Me,Halsey
44081,3555,10/20/18,16,Never Recover,"Lil Baby, Gunna"
44090,3556,10/20/18,25,Stoopid,6ix9ine
44091,3557,10/20/18,26,Close Friends,Lil Baby
44095,3558,10/20/18,30,I'll Never Love Again,Lady Gaga
44101,3559,10/20/18,36,Always Remember Us This Way,Lady Gaga
44105,3560,10/20/18,40,Venom,Eminem
44107,3561,10/27/18,2,Zeze,"Kodak Black, Travis Scott"
44110,3562,10/27/18,5,MIA,Bad Bunny
44114,3563,10/27/18,9,Trip,Ella Mai
44152,3564,11/3/18,7,Sunflower,Post Malone
44168,3565,11/3/18,23,Fine China,Future
44207,3566,11/10/18,22,Arms Around You,XXXTentacion
44226,3567,11/17/18,1,"Thank U, Next",Ariana Grande
44254,3568,11/17/18,29,Bohemian Rhapsody,Queen
44260,3569,11/17/18,35,Don't Come Out The House,Metro Boomin
44265,3570,11/17/18,40,10 Freaky Girls,Metro Boomin
44271,3571,11/24/18,6,Mo Bamba,Sheck Wes
44283,3572,11/24/18,18,Bad!,XXXTentacion
44299,3573,11/24/18,34,Leave Me Alone,Flipp Dinero
44302,3574,11/24/18,37,Speechless,Dan + Shay
44350,3575,12/8/18,5,High Hopes,Panic! At The Disco
44383,3576,12/8/18,38,Last Christmas,Wham!
44391,3577,12/15/18,6,Going Bad,Meek Mill
44401,3578,12/15/18,16,What's Free,"Meek Mill, Rick Ross"
44407,3579,12/15/18,22,On Me,Meek Mill
44411,3580,12/15/18,26,Dangerous,"Meek Mill, Jeremih"
44419,3581,12/15/18,34,Uptown Vibes,"Meek Mill, Fabolous"
44422,3582,12/15/18,37,Mama,"6ix9ine, Nicki Minaj"
44454,3583,12/22/18,29,Let It Snow! Let It Snow! Let It Snow!,Dean Martin
44456,3584,12/22/18,31,Whoa (Mind In Awe),XXXTentacion
44465,3585,12/22/18,40,Guardian Angel,XXXTentacion
44477,3586,12/29/18,12,Imagine,Ariana Grande
44498,3587,12/29/18,33,Feliz Navidad,Jose Feliciano
44534,3588,1/5/19,29,A Lot,21 Savage
44535,3589,1/5/19,30,White Christmas,Bing Crosby
44543,3590,1/5/19,38,Blue Christmas,Elvis Presley
44558,3591,1/12/19,13,Wow.,Post Malone
44561,3592,1/12/19,16,Breathin,Ariana Grande
44562,3593,1/12/19,17,Money,Cardi B
44573,3594,1/12/19,28,Beautiful,Bazzi
44576,3595,1/12/19,31,She Got The Best Of Me,Luke Combs
44577,3596,1/12/19,32,Baby Shark,Pinkfong
44578,3597,1/12/19,33,Close To Me,"Ellie Goulding, Diplo"
44582,3598,1/12/19,37,Best Shot,Jimmie Allen
44583,3599,1/12/19,38,Swervin,A Boogie Wit Da Hoodie
44584,3600,1/12/19,39,Drunk Me,Mitchell Tenpenny
44585,3601,1/12/19,40,Be Alright,Dean Lewis
44611,3602,1/19/19,26,Sweet But Psycho,Ava Max
44616,3603,1/19/19,31,Undecided,Chris Brown
44647,3604,1/26/19,22,Lost In The Fire,Gesaffelstein
44651,3605,1/26/19,26,Dancing With A Stranger,Sam Smith
44657,3606,1/26/19,32,Look Back At It,A Boogie Wit Da Hoodie
44663,3607,1/26/19,38,Envy Me,Calboy
44665,3608,1/26/19,40,Sixteen,Thomas Rhett
44666,3609,2/2/19,1,7 Rings,Ariana Grande
44691,3610,2/2/19,26,Middle Child,J. Cole
44692,3611,2/2/19,27,Twerk,City Girls
44697,3612,2/2/19,32,Keanu Reeves,Logic
44704,3613,2/2/19,39,Backin' It Up,Pardison Fontaine
44705,3614,2/2/19,40,Crushed Up,Future
44734,3615,2/9/19,29,Beautiful Crazy,Luke Combs
44768,3616,2/16/19,23,Thotiana,Blueface
44778,3617,2/16/19,33,This Is It,Scotty McCreery
44785,3618,2/16/19,40,One Call,Gunna
44787,3619,2/23/19,2,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
44796,3620,2/23/19,11,Needy,Ariana Grande
44797,3621,2/23/19,12,NASA,Ariana Grande
44805,3622,2/23/19,20,Bloodline,Ariana Grande
44806,3623,2/23/19,21,Ghostin,Ariana Grande
44808,3624,2/23/19,23,Fake Smile,Ariana Grande
44809,3625,2/23/19,24,Bad Idea,Ariana Grande
44818,3626,2/23/19,33,In My Head,Ariana Grande
44830,3627,3/2/19,5,Please Me,Cardi B
44851,3628,3/2/19,26,Robbery,Juice WRLD
44865,3629,3/2/19,40,What Makes You Country,Luke Bryan
44907,3630,3/16/19,1,Sucker,Jonas Brothers
44941,3631,3/16/19,35,Girls Need Love,Summer Walker
44942,3632,3/16/19,36,I,Lil Skies
44982,3633,3/23/19,36,Empty,Juice WRLD
45026,3634,3/30/19,40,Talk,Khalid
45067,3635,4/13/19,1,Old Town Road,Lil Nas X
45073,3636,4/13/19,7,Bad Guy,Billie Eilish
45088,3637,4/13/19,22,Bury A Friend,Billie Eilish
45090,3638,4/13/19,24,When The Party's Over,Billie Eilish
45100,3639,4/13/19,34,Wish You Were Gay,Billie Eilish
45101,3640,4/13/19,35,Xanny,Billie Eilish
45127,3641,4/20/19,21,Cool,Jonas Brothers
45145,3642,4/20/19,39,Act Up,City Girls
45153,3643,4/27/19,7,Boy With Luv,BTS
45172,3644,4/27/19,26,Sanguine Paradise,Lil Uzi Vert
45206,3645,5/4/19,20,Earth,Lil Dicky
45214,3646,5/4/19,28,Con Calma,Daddy Yankee
45216,3647,5/4/19,30,Here With Me,Marshmello
45223,3648,5/4/19,37,Clout,Offset
45226,3649,5/4/19,40,God's Country,Blake Shelton
45228,3650,5/11/19,2,ME!,Taylor Swift
45260,3651,5/11/19,34,Whiskey Glasses,Morgan Wallen
45263,3652,5/11/19,37,Eyes On You,Chase Rice
45268,3653,5/18/19,2,If I Can't Have You,Shawn Mendes
45271,3654,5/18/19,5,Homicide,Logic
45283,3655,5/18/19,17,Suge,DaBaby
45306,3656,5/18/19,40,Pop Out,Polo G
45308,3657,5/25/19,2,I Don't Care,Ed Sheeran
45340,3658,5/25/19,34,Good As You,Kane Brown
45357,3659,6/1/19,11,Earfquake,"Tyler, The Creator"
45358,3660,6/1/19,12,Nightmare,Halsey
45360,3661,6/1/19,14,Wish Wish,"DJ Khaled, Cardi B"
45397,3662,6/8/19,11,The London,"Young Thug, J Cole"
45413,3663,6/8/19,27,Cross Me,Ed Sheeran
45419,3664,6/8/19,33,Beer Never Broke My Heart,Luke Combs
45423,3665,6/8/19,37,"Hey Look Ma, I Made It",Panic! At The Disco
45438,3666,6/15/19,12,Never Really Over,Katy Perry
45439,3667,6/15/19,13,Press,Cardi B
45457,3668,6/15/19,31,Rumor,Lee Brice
45474,3669,6/22/19,8,No Guidance,Chris Brown
45508,3670,6/29/19,2,You Need To Calm Down,Taylor Swift
45512,3671,6/29/19,6,Money In The Grave,Drake
45541,3672,6/29/19,35,Omerta,Drake
45548,3673,7/6/19,2,Senorita,Shawn Mendes
45556,3674,7/6/19,10,Panini,Lil Nas X
45564,3675,7/6/19,18,Megatron,Nicki Minaj
45566,3676,7/6/19,20,Rodeo,Lil Nas X
45600,3677,7/13/19,14,Beautiful People,Ed Sheeran
45621,3678,7/13/19,35,Ransom,Lil Tecca
45630,3679,7/20/19,3,Goodbyes,Post Malone
45635,3680,7/20/19,8,Truth Hurts,Lizzo
45667,3681,7/20/19,40,Shotta Flow,NLE Choppa
45698,3682,7/27/19,31,Antisocial,Ed Sheeran
45705,3683,7/27/19,38,Knockin' Boots,Luke Bryan
45733,3684,8/3/19,26,How Do You Sleep?,Sam Smith
45739,3685,8/3/19,32,My Type,Saweetie
45746,3686,8/3/19,39,All To Myself,Dan + Shay
45776,3687,8/10/19,29,Gold Roses,Rick Ross
45781,3688,8/10/19,34,Otro Trago,Sech
45793,3689,8/17/19,6,Boyfriend,Ariana Grande
45818,3690,8/17/19,31,Rearview Town,Jason Aldean
45823,3691,8/17/19,36,Cash Shit,Megan Thee Stallion
45836,3692,8/24/19,9,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj"
45856,3693,8/24/19,29,Baby,Lil Baby
45867,3694,8/24/19,40,One Thing Right,Marshmello
45880,3695,8/31/19,13,Lover,Taylor Swift
45889,3696,8/31/19,22,Hot,Young Thug
45896,3697,8/31/19,29,Motivation,Normani
45897,3698,8/31/19,30,Bad Bad Bad,Young Thug
45906,3699,8/31/19,39,Trampoline,Shaed
45924,3700,9/7/19,17,The Man,Taylor Swift
45929,3701,9/7/19,22,I Forgot That You Existed,Taylor Swift
45931,3702,9/7/19,24,Cruel Summer,Taylor Swift
45953,3703,9/14/19,6,Circles,Post Malone
45976,3704,9/14/19,29,Only Human,Jonas Brothers
45984,3705,9/14/19,37,Good As Hell,Lizzo
45995,3706,9/21/19,8,Take What You Want,"Post Malone, Ozzy Osbourne"
45996,3707,9/21/19,9,Hollywood's Bleeding,Post Malone
45999,3708,9/21/19,12,Enemies,Post Malone
46000,3709,9/21/19,13,Saint Tropez,Post Malone
46004,3710,9/21/19,17,Die For Me,"Post Malone, Future"
46005,3711,9/21/19,18,On The Road,"Post Malone, Meek Mill"
46009,3712,9/21/19,22,A Thousand Bad Times,Post Malone
46014,3713,9/21/19,27,I'm Gonna Be,Post Malone
46017,3714,9/21/19,30,Staring At The Sun,Post Malone
46020,3715,9/21/19,33,Allergic,Post Malone
46027,3716,9/21/19,40,Myself,Post Malone
46031,3717,9/28/19,4,Someone You Loved,Lewis Capaldi
46036,3718,9/28/19,9,Don't Call Me Angel,"Ariana Grande, Miley Cyrus"
46059,3719,9/28/19,32,On Chill,Wale
46065,3720,9/28/19,38,Camelot,NLE Choppa
46078,3721,10/5/19,11,Memories,Maroon 5
46084,3722,10/5/19,17,INTRO,DaBaby
46101,3723,10/5/19,34,I Don't Know About You,Chris Lane
46123,3724,10/12/19,16,BOP,DaBaby
46124,3725,10/12/19,17,Vibez,DaBaby
46129,3726,10/12/19,22,Toes,"DaBaby, Lil Baby"
46148,3727,10/19/19,1,Highest In The Room,Travis Scott
46151,3728,10/19/19,4,10000 Hours,Dan
46157,3729,10/19/19,10,Bandit,Juice WRLD
46176,3730,10/19/19,29,Ballin',Mustard
46177,3731,10/19/19,30,Prayed For You,Matt Stell
46185,3732,10/19/19,38,Come Thru,Summer Walker
46202,3733,10/26/19,15,Lights Up,Harry Styles
46221,3734,10/26/19,34,Even Though I'm Leaving,Luke Combs
46226,3735,10/26/19,39,Lonely Child,YoungBoy Never Broke Again
46238,3736,11/2/19,11,Lose You To Love Me,Selena Gomez
46257,3737,11/2/19,30,One Man Band,Old Dominion
46274,3738,11/9/19,7,Follow God,Kanye West
46282,3739,11/9/19,15,Closed On Sunday,Kanye West
46283,3740,11/9/19,16,Selah,Kanye West
46288,3741,11/9/19,21,On God,Kanye West
46291,3742,11/9/19,24,Look At Her Now,Selena Gomez
46297,3743,11/9/19,30,Everything We Need,"Kanye West, Ty Dolla $ign"
46321,3744,11/16/19,14,Dance Monkey,Tones And I
46326,3745,11/16/19,19,Don't Start Now,Dua Lipa
46340,3746,11/16/19,33,Roxanne,Arizona Zervas
46342,3747,11/16/19,35,Heat,Chris Brown
46362,3748,11/23/19,15,Woah,Lil Baby
46394,3749,11/30/19,7,Everything I Wanted,Billie Eilish
46422,3750,11/30/19,35,Graveyard,Halsey
46455,3751,12/7/19,28,Heartless,Weeknd
46457,3752,12/7/19,30,Vete,Bad Bunny
46464,3753,12/7/19,37,Falling,Trevor Daniel
46476,3754,12/14/19,9,Blinding Lights,Weeknd
46538,3755,12/21/19,31,Adore You,Harry Styles
46547,3756,12/21/19,40,Rudolph The Red-Nosed Reindeer,Gene Autry
46552,3757,12/28/19,5,Futsal Shuffle 2020,Lil Uzi Vert
46611,3758,1/4/20,24,Christmas (Baby Please Come Home),Darlene Love
46613,3759,1/4/20,26,Underneath The Tree,Kelly Clarkson
46630,3760,1/11/20,3,The Box,Roddy Ricch
46642,3761,1/11/20,15,Old Town Road (Remix),Lil Nas X
46659,3762,1/11/20,32,Hot Girl Bummer,Blackbear
46663,3763,1/11/20,36,The Bones,Maren Morris
46665,3764,1/11/20,38,Out West,Jackboys
46669,3765,1/18/20,2,Yummy,Justin Bieber
46703,3766,1/18/20,36,What If I Never Get Over You,Lady Antebellum
46709,3767,1/25/20,2,Life Is Good,Future
46720,3768,1/25/20,13,Sum 2 Prove,Lil Baby
46722,3769,1/25/20,15,Good News,Mac Miller
46727,3770,1/25/20,20,You Should Be Sad,Halsey
46731,3771,1/25/20,24,Rare,Selena Gomez
46744,3772,1/25/20,37,Suicidal,YNW Melly
46750,3773,2/1/20,3,Godzilla,Eminem
46762,3774,2/1/20,15,What A Man Gotta Do,Jonas Brothers
46769,3775,2/1/20,22,Darkness,Eminem
46774,3776,2/1/20,27,Those Kinda Nights,Eminem
46777,3777,2/1/20,30,My Oh My,Camila Cabello
46778,3778,2/1/20,31,Unaccommodating,Eminem
46785,3779,2/1/20,38,Blue World,Mac Miller
46787,3780,2/1/20,40,Circles,Mac Miller
46814,3781,2/8/20,27,B.I.T.C.H.,Megan Thee Stallion
46816,3782,2/8/20,29,Anyone,Demi Lovato
46821,3783,2/8/20,34,Nobody But You,Blake Shelton
46856,3784,2/15/20,29,I Do It,"Lil Wayne, Big Sean"
46860,3785,2/15/20,33,Kinfolks,Sam Hunt
46867,3786,2/15/20,40,Tusa,Karol G
46876,3787,2/22/20,9,Intentions,Justin Bieber
46887,3788,2/22/20,20,Yikes,Nicki Minaj
46905,3789,2/22/20,38,Know Your Worth,Khalid
46919,3790,2/29/20,12,No Time To Die,Billie Eilish
46924,3791,2/29/20,17,Forever,"Justin Bieber, Post Malone"
46929,3792,2/29/20,22,Numbers,"A Boogie Wit Da Hoodie, Roddy Ricch, Gunna"
46946,3793,2/29/20,39,To Die For,Sam Smith
46951,3794,3/7/20,4,ON,BTS
46967,3795,3/7/20,20,Lil Top,YoungBoy Never Broke Again
46977,3796,3/7/20,30,Say So,Doja Cat
46978,3797,3/7/20,31,Homesick,Kane Brown
46986,3798,3/7/20,39,Red Eye,YoungBoy Never Broke Again
46992,3799,3/14/20,5,Stupid Love,Lady Gaga
47002,3800,3/14/20,15,That Way,Lil Uzi Vert
47003,3801,3/14/20,16,Commercial,Lil Baby
47007,3802,3/14/20,20,Live Off My Closet,Lil Baby
47010,3803,3/14/20,23,Emotionally Scarred,Lil Baby
47013,3804,3/14/20,26,Si Veo A Tu Mama,Bad Bunny
47014,3805,3/14/20,27,La Dificil,Bad Bunny
47020,3806,3/14/20,33,PTSD,G Herbo
47026,3807,3/14/20,39,La Santa,Bad Bunny
47033,3808,3/21/20,6,Baby Pluto,Lil Uzi Vert
47034,3809,3/21/20,7,Lo Mein,Lil Uzi Vert
47035,3810,3/21/20,8,Silly Watch,Lil Uzi Vert
47036,3811,3/21/20,9,P2,Lil Uzi Vert
47040,3812,3/21/20,13,I Love Me,Demi Lovato
47042,3813,3/21/20,15,Homecoming,Lil Uzi Vert
47043,3814,3/21/20,16,B.S.,Jhene Aiko
47046,3815,3/21/20,19,Prices,Lil Uzi Vert
47048,3816,3/21/20,21,POP,Lil Uzi Vert
47053,3817,3/21/20,26,Bigger Than Life,Lil Uzi Vert
47056,3818,3/21/20,29,You Better Move,Lil Uzi Vert
47058,3819,3/21/20,31,I'm Sorry,Lil Uzi Vert
47060,3820,3/21/20,33,Venetia,Lil Uzi Vert
47061,3821,3/21/20,34,P*$$Y Fairy (OTW),Jhene Aiko
47064,3822,3/21/20,37,Celebration Station,Lil Uzi Vert
47075,3823,3/28/20,8,Myron,Lil Uzi Vert
47079,3824,3/28/20,12,Bean (Kobe),Lil Uzi Vert
47089,3825,3/28/20,21,Yessirskiii,Lil Uzi Vert
47097,3826,3/28/20,29,I Hope,Gabby Barrett
47101,3827,3/28/20,33,Blueberry Faygo,Lil Mosey
47103,3828,3/28/20,35,Homemade,Jake Owen
47104,3829,3/28/20,36,Heart On Ice,Rod Wave
47106,3830,3/28/20,38,Best On Earth,Russ
47107,3831,3/28/20,39,Slide,H.E.R.
47119,3832,4/4/20,11,In Your Eyes,Weeknd
47121,3833,4/4/20,13,Savage (Remix),Megan Thee Stallion
47124,3834,4/4/20,16,Roses,SAINt JHN
47125,3835,4/4/20,17,Alone Again,Weeknd
47128,3836,4/4/20,20,Hardest To Love,Weeknd
47129,3837,4/4/20,21,Too Late,Weeknd
47130,3838,4/4/20,22,Snowchild,Weeknd
47137,3839,4/4/20,28,Escape From LA,Weeknd
47142,3840,4/4/20,34,Save Your Tears,Weeknd
47144,3841,4/4/20,36,Faith,Weeknd
47164,3842,4/11/20,16,Turks,"NAV, Gunna"
47165,3843,4/11/20,17,Break My Heart,Dua Lipa
47167,3844,4/11/20,19,Believe It,Partynextdoor
47174,3845,4/11/20,26,Chasin' You,Morgan Wallen
47178,3846,4/11/20,30,Slow Dance In A Parking Lot,Jordan Davis
47186,3847,4/11/20,38,Catch,Brett Young
47187,3848,4/11/20,39,More Hearts Than Mine,Ingrid Andress
47189,3849,4/18/20,1,Toosie Slide,Drake
47201,3850,4/18/20,13,Find My Way,DaBaby
47218,3851,4/18/20,30,Death Bed,Powfu
47221,3852,4/18/20,33,Hard To Forget,Sam Hunt
47223,3853,4/18/20,35,Whats Poppin,Jack Harlow
47228,3854,4/18/20,40,Sunday Best,Surfaces
47247,3855,4/25/20,19,Level Of Concern,Twenty One Pilots
47263,3856,4/25/20,35,Stupid Again,Tory Lanez
47275,3857,5/2/20,7,Rockstar,DaBaby
47281,3858,5/2/20,13,Jump,DaBaby
47294,3859,5/2/20,26,At Meh,Playboi Carti
47297,3860,5/2/20,29,I'm Ready,Sam Smith
47305,3861,5/2/20,37,Does To Me,Luke Combs
47309,3862,5/9/20,1,The Scotts,Travis Scott
47316,3863,5/9/20,8,Righteous,Juice WRLD
47335,3864,5/9/20,27,I Hope You're Happy Now,Carly Pearce
47344,3865,5/9/20,36,Beer Can't Fix,Thomas Rhett
47348,3866,5/9/20,40,After A Few,Travis Denning
47356,3867,5/16/20,8,Pain 1993,Drake
47359,3868,5/16/20,11,Chicago Freestyle,Drake
47360,3869,5/16/20,12,D4L,"Future, Drake"
47366,3870,5/16/20,18,Not You Too,Drake
47369,3871,5/16/20,21,Desires,Drake
47371,3872,5/16/20,23,Be Kind,Marshmello
47372,3873,5/16/20,24,Time Flies,Drake
47377,3874,5/16/20,29,Deep Pockets,Drake
47379,3875,5/16/20,31,Demons,"Drake, Fivio Foreign"
47380,3876,5/16/20,32,When To Say When,Drake
47383,3877,5/16/20,35,Landed,Drake
47389,3878,5/23/20,1,Stuck With U,Ariana Grande
47391,3879,5/23/20,3,Gooba,6ix9ine
47421,3880,5/23/20,33,Before You Go,Lewis Capaldi
47424,3881,5/23/20,36,Supalonely,Benee
47427,3882,5/23/20,39,3 Headed Goat,"Lil Durk, Lil Baby"
47454,3883,5/30/20,26,Flex,Polo G
47455,3884,5/30/20,27,Solitaires,Future
47456,3885,5/30/20,28,X,Jonas Brothers
47459,3886,5/30/20,31,Party Girl,StaySolidRocky
47465,3887,5/30/20,37,Daisies,Katy Perry
47468,3888,5/30/20,40,One Margarita,Luke Bryan
47469,3889,6/6/20,1,Rain On Me,Lady Gaga
47504,3890,6/6/20,36,Dollaz On My Head,Gunna
