week,position,song,artist
9/29/1997,37,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
9/29/1997,38,What About Us,Total
9/29/1997,39,Crash Into Me,Dave Matthews Band
9/29/1997,40,Butta Love,Next
10/6/1997,1,Foolish Games,Jewel
10/6/1997,2,Quit Playing Games (with My Heart),Backstreet Boys
10/6/1997,3,Semi-charmed Life,Third Eye Blind
10/6/1997,4,Honey,Mariah Carey
10/6/1997,5,Fly,Sugar Ray
10/6/1997,6,2 Become 1,Spice Girls
10/6/1997,7,How Do I Live,LeAnn Rimes
10/6/1997,8,Push,Matchbox 20
10/6/1997,9,All For You,Sister Hazel
10/6/1997,10,4 Seasons Of Loneliness,Boyz II Men
10/6/1997,11,Invisible Man,98 Degrees
10/6/1997,12,Building A Mystery,Sarah McLachlan
10/6/1997,13,I'll Be Missing You,Puff Daddy &amp; Faith Evans
10/6/1997,14,Do You Know,Robyn
10/6/1997,15,Men In Black,Will Smith
10/6/1997,16,I Don't Want To Wait,Paula Cole
10/6/1997,17,All Cried Out,Allure &amp; 112
10/6/1997,18,How Bizarre,Omc
10/6/1997,19,On My Own,Peach Union
10/6/1997,20,Bitch,Meredith Brooks
10/6/1997,21,If You Could Only See,Tonic
10/6/1997,22,"Mo Money,mo Problems",Notorious B.I.G.
10/6/1997,23,Barbie Girl,Aqua
10/6/1997,24,Candle In The Wind 1997,Elton John
10/6/1997,25,The Freshmen,Verve Pipe
10/6/1997,26,Sunny Came Home,Shawn Colvin
10/6/1997,27,You Make Me Wanna...,Usher
10/6/1997,28,The Difference,Wallflowers
10/6/1997,29,The Impression That I Get,Mighty Mighty Bosstones
10/6/1997,30,"Too Gone,too Long",En Vogue
10/6/1997,31,Show Me Love,Robyn
10/6/1997,32,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
10/6/1997,33,You Should Be Mine (Don't Waste Your Time),Brian McKnight &amp; Mase
10/6/1997,34,The One I Gave My Heart To,Aaliyah
10/6/1997,35,Up Jumps Da Boogie,Magoo &amp; Timbaland
10/6/1997,36,Coco Jamboo,Mr.President
10/6/1997,37,Criminal,Fiona Apple
10/6/1997,38,What About Us,Total
10/6/1997,39,Tubthumping,Chumbawamba
10/6/1997,40,Legend Of A Cowgirl,Imani Coppola
10/13/1997,1,Foolish Games,Jewel
10/13/1997,2,Quit Playing Games (with My Heart),Backstreet Boys
10/13/1997,3,Semi-charmed Life,Third Eye Blind
10/13/1997,4,How Do I Live,LeAnn Rimes
10/13/1997,5,Fly,Sugar Ray
10/13/1997,6,4 Seasons Of Loneliness,Boyz II Men
10/13/1997,7,Honey,Mariah Carey
10/13/1997,8,2 Become 1,Spice Girls
10/13/1997,9,Push,Matchbox 20
10/13/1997,10,All For You,Sister Hazel
10/13/1997,11,Building A Mystery,Sarah McLachlan
10/13/1997,12,Invisible Man,98 Degrees
10/13/1997,13,I'll Be Missing You,Puff Daddy &amp; Faith Evans
10/13/1997,14,All Cried Out,Allure &amp; 112
10/13/1997,15,Do You Know,Robyn
10/13/1997,16,I Don't Want To Wait,Paula Cole
10/13/1997,17,On My Own,Peach Union
10/13/1997,18,Candle In The Wind 1997,Elton John
10/13/1997,19,Men In Black,Will Smith
10/13/1997,20,Show Me Love,Robyn
10/13/1997,21,If You Could Only See,Tonic
10/13/1997,22,"Mo Money,mo Problems",Notorious B.I.G.
10/13/1997,23,How Bizarre,Omc
10/13/1997,24,Bitch,Meredith Brooks
10/13/1997,25,You Make Me Wanna...,Usher
10/13/1997,26,The Impression That I Get,Mighty Mighty Bosstones
10/13/1997,27,"Too Gone,too Long",En Vogue
10/13/1997,28,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
10/13/1997,29,Tubthumping,Chumbawamba
10/13/1997,30,Legend Of A Cowgirl,Imani Coppola
10/13/1997,31,Barbie Girl,Aqua
10/13/1997,32,You Should Be Mine (Don't Waste Your Time),Brian McKnight &amp; Mase
10/13/1997,33,The One I Gave My Heart To,Aaliyah
10/13/1997,34,The Freshmen,Verve Pipe
10/13/1997,35,What About Us,Total
10/13/1997,36,The Difference,Wallflowers
10/13/1997,37,Criminal,Fiona Apple
10/13/1997,38,Butta Love,Next
10/13/1997,39,Up Jumps Da Boogie,Magoo &amp; Timbaland
10/13/1997,40,Walkin' On The Sun,Smash Mouth
10/20/1997,1,Foolish Games,Jewel
10/20/1997,2,How Do I Live,LeAnn Rimes
10/20/1997,3,Fly,Sugar Ray
10/20/1997,4,Quit Playing Games (with My Heart),Backstreet Boys
10/20/1997,5,4 Seasons Of Loneliness,Boyz II Men
10/20/1997,6,Semi-charmed Life,Third Eye Blind
10/20/1997,7,Push,Matchbox 20
10/20/1997,8,Honey,Mariah Carey
10/20/1997,9,2 Become 1,Spice Girls
10/20/1997,10,Building A Mystery,Sarah McLachlan
10/20/1997,11,All For You,Sister Hazel
10/20/1997,12,Invisible Man,98 Degrees
10/20/1997,13,All Cried Out,Allure &amp; 112
10/20/1997,14,I Don't Want To Wait,Paula Cole
10/20/1997,15,Tubthumping,Chumbawamba
10/20/1997,16,I'll Be Missing You,Puff Daddy &amp; Faith Evans
10/20/1997,17,On My Own,Peach Union
10/20/1997,18,Show Me Love,Robyn
10/20/1997,19,Do You Know,Robyn
10/20/1997,20,If You Could Only See,Tonic
10/20/1997,21,Candle In The Wind 1997,Elton John
10/20/1997,22,"Mo Money,mo Problems",Notorious B.I.G.
10/20/1997,23,Legend Of A Cowgirl,Imani Coppola
10/20/1997,24,Men In Black,Will Smith
10/20/1997,25,"Too Gone,too Long",En Vogue
10/20/1997,26,Walkin' On The Sun,Smash Mouth
10/20/1997,27,You Make Me Wanna...,Usher
10/20/1997,28,The Impression That I Get,Mighty Mighty Bosstones
10/20/1997,29,How Bizarre,Omc
10/20/1997,30,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
10/20/1997,31,Bitch,Meredith Brooks
10/20/1997,32,Criminal,Fiona Apple
10/20/1997,33,The One I Gave My Heart To,Aaliyah
10/20/1997,34,You Should Be Mine (Don't Waste Your Time),Brian McKnight &amp; Mase
10/20/1997,35,What About Us,Total
10/20/1997,36,Butta Love,Next
10/20/1997,37,The Freshmen,Verve Pipe
10/20/1997,38,I Care 'bout You,Milestone
10/20/1997,39,Everything,Mary J. Blige
10/20/1997,40,Takes A Little Time,Amy Grant
10/27/1997,1,Foolish Games,Jewel
10/27/1997,2,Fly,Sugar Ray
10/27/1997,3,4 Seasons Of Loneliness,Boyz II Men
10/27/1997,4,How Do I Live,LeAnn Rimes
10/27/1997,5,Quit Playing Games (with My Heart),Backstreet Boys
10/27/1997,6,Semi-charmed Life,Third Eye Blind
10/27/1997,7,Push,Matchbox 20
10/27/1997,8,Tubthumping,Chumbawamba
10/27/1997,9,I Don't Want To Wait,Paula Cole
10/27/1997,10,Building A Mystery,Sarah McLachlan
10/27/1997,11,2 Become 1,Spice Girls
10/27/1997,12,All For You,Sister Hazel
10/27/1997,13,All Cried Out,Allure &amp; 112
10/27/1997,14,Show Me Love,Robyn
10/27/1997,15,Invisible Man,98 Degrees
10/27/1997,16,Honey,Mariah Carey
10/27/1997,17,I'll Be Missing You,Puff Daddy &amp; Faith Evans
10/27/1997,18,If You Could Only See,Tonic
10/27/1997,19,You Make Me Wanna...,Usher
10/27/1997,20,Legend Of A Cowgirl,Imani Coppola
10/27/1997,21,Walkin' On The Sun,Smash Mouth
10/27/1997,22,"Mo Money,mo Problems",Notorious B.I.G.
10/27/1997,23,On My Own,Peach Union
10/27/1997,24,Do You Know,Robyn
10/27/1997,25,Candle In The Wind 1997,Elton John
10/27/1997,26,Criminal,Fiona Apple
10/27/1997,27,"Too Gone,too Long",En Vogue
10/27/1997,28,Men In Black,Will Smith
10/27/1997,29,The Impression That I Get,Mighty Mighty Bosstones
10/27/1997,30,How Bizarre,Omc
10/27/1997,31,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
10/27/1997,32,The One I Gave My Heart To,Aaliyah
10/27/1997,33,Butterfly,Mariah Carey
10/27/1997,34,What About Us,Total
10/27/1997,35,You Should Be Mine (Don't Waste Your Time),Brian McKnight &amp; Mase
10/27/1997,36,Butta Love,Next
10/27/1997,37,Everything,Mary J. Blige
10/27/1997,38,I Care 'bout You,Milestone
10/27/1997,39,Takes A Little Time,Amy Grant
10/27/1997,40,Bitch,Meredith Brooks
11/3/1997,1,Fly,Sugar Ray
11/3/1997,2,Foolish Games,Jewel
11/3/1997,3,4 Seasons Of Loneliness,Boyz II Men
11/3/1997,4,How Do I Live,LeAnn Rimes
11/3/1997,5,Tubthumping,Chumbawamba
11/3/1997,6,Push,Matchbox 20
11/3/1997,7,Semi-charmed Life,Third Eye Blind
11/3/1997,8,Quit Playing Games (with My Heart),Backstreet Boys
11/3/1997,9,I Don't Want To Wait,Paula Cole
11/3/1997,10,Building A Mystery,Sarah McLachlan
11/3/1997,11,All Cried Out,Allure &amp; 112
11/3/1997,12,All For You,Sister Hazel
11/3/1997,13,Show Me Love,Robyn
11/3/1997,14,2 Become 1,Spice Girls
11/3/1997,15,Invisible Man,98 Degrees
11/3/1997,16,Walkin' On The Sun,Smash Mouth
11/3/1997,17,You Make Me Wanna...,Usher
11/3/1997,18,If You Could Only See,Tonic
11/3/1997,19,Legend Of A Cowgirl,Imani Coppola
11/3/1997,20,Honey,Mariah Carey
11/3/1997,21,Criminal,Fiona Apple
11/3/1997,22,I'll Be Missing You,Puff Daddy &amp; Faith Evans
11/3/1997,23,Butterfly,Mariah Carey
11/3/1997,24,Candle In The Wind 1997,Elton John
11/3/1997,25,The Impression That I Get,Mighty Mighty Bosstones
11/3/1997,26,"Mo Money,mo Problems",Notorious B.I.G.
11/3/1997,27,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
11/3/1997,28,On My Own,Peach Union
11/3/1997,29,"Too Gone,too Long",En Vogue
11/3/1997,30,Men In Black,Will Smith
11/3/1997,31,The One I Gave My Heart To,Aaliyah
11/3/1997,32,How Bizarre,Omc
11/3/1997,33,My Body,LSG
11/3/1997,34,Feel So Good,Mase
11/3/1997,35,Do You Know,Robyn
11/3/1997,36,What About Us,Total
11/3/1997,37,Sock It 2 Me,Missy 'Misdemeanor' Elliott
11/3/1997,38,I Will Come To You,Hanson
11/3/1997,39,Takes A Little Time,Amy Grant
11/3/1997,40,Butta Love,Next
11/10/1997,1,Fly,Sugar Ray
11/10/1997,2,Tubthumping,Chumbawamba
11/10/1997,3,How Do I Live,LeAnn Rimes
11/10/1997,4,Foolish Games,Jewel
11/10/1997,5,4 Seasons Of Loneliness,Boyz II Men
11/10/1997,6,Show Me Love,Robyn
11/10/1997,7,I Don't Want To Wait,Paula Cole
11/10/1997,8,Push,Matchbox 20
11/10/1997,9,Semi-charmed Life,Third Eye Blind
11/10/1997,10,All Cried Out,Allure &amp; 112
11/10/1997,11,Quit Playing Games (with My Heart),Backstreet Boys
11/10/1997,12,Building A Mystery,Sarah McLachlan
11/10/1997,13,You Make Me Wanna...,Usher
11/10/1997,14,All For You,Sister Hazel
11/10/1997,15,Walkin' On The Sun,Smash Mouth
11/10/1997,16,Invisible Man,98 Degrees
11/10/1997,17,2 Become 1,Spice Girls
11/10/1997,18,Criminal,Fiona Apple
11/10/1997,19,If You Could Only See,Tonic
11/10/1997,20,Butterfly,Mariah Carey
11/10/1997,21,Legend Of A Cowgirl,Imani Coppola
11/10/1997,22,I'll Be Missing You,Puff Daddy &amp; Faith Evans
11/10/1997,23,Candle In The Wind 1997,Elton John
11/10/1997,24,Honey,Mariah Carey
11/10/1997,25,The Impression That I Get,Mighty Mighty Bosstones
11/10/1997,26,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
11/10/1997,27,My Body,LSG
11/10/1997,28,"Mo Money,mo Problems",Notorious B.I.G.
11/10/1997,29,The One I Gave My Heart To,Aaliyah
11/10/1997,30,Feel So Good,Mase
11/10/1997,31,Sock It 2 Me,Missy 'Misdemeanor' Elliott
11/10/1997,32,Breaking All The Rules,She Moves
11/10/1997,33,How Bizarre,Omc
11/10/1997,34,What About Us,Total
11/10/1997,35,Takes A Little Time,Amy Grant
11/10/1997,36,Men In Black,Will Smith
11/10/1997,37,Butta Love,Next
11/10/1997,38,I Will Come To You,Hanson
11/10/1997,39,On My Own,Peach Union
11/10/1997,40,"Too Gone,too Long",En Vogue
11/17/1997,1,Fly,Sugar Ray
11/17/1997,2,Tubthumping,Chumbawamba
11/17/1997,3,How Do I Live,LeAnn Rimes
11/17/1997,4,Foolish Games,Jewel
11/17/1997,5,Show Me Love,Robyn
11/17/1997,6,4 Seasons Of Loneliness,Boyz II Men
11/17/1997,7,All Cried Out,Allure &amp; 112
11/17/1997,8,I Don't Want To Wait,Paula Cole
11/17/1997,9,Push,Matchbox 20
11/17/1997,10,You Make Me Wanna...,Usher
11/17/1997,11,Semi-charmed Life,Third Eye Blind
11/17/1997,12,Quit Playing Games (with My Heart),Backstreet Boys
11/17/1997,13,Building A Mystery,Sarah McLachlan
11/17/1997,14,Walkin' On The Sun,Smash Mouth
11/17/1997,15,Criminal,Fiona Apple
11/17/1997,16,All For You,Sister Hazel
11/17/1997,17,Butterfly,Mariah Carey
11/17/1997,18,Invisible Man,98 Degrees
11/17/1997,19,If You Could Only See,Tonic
11/17/1997,20,Legend Of A Cowgirl,Imani Coppola
11/17/1997,21,2 Become 1,Spice Girls
11/17/1997,22,Breaking All The Rules,She Moves
11/17/1997,23,Candle In The Wind 1997,Elton John
11/17/1997,24,My Body,LSG
11/17/1997,25,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
11/17/1997,26,"Mo Money,mo Problems",Notorious B.I.G.
11/17/1997,27,I Do,Lisa Loeb
11/17/1997,28,I'll Be Missing You,Puff Daddy &amp; Faith Evans
11/17/1997,29,The One I Gave My Heart To,Aaliyah
11/17/1997,30,I Will Come To You,Hanson
11/17/1997,31,Feel So Good,Mase
11/17/1997,32,Sock It 2 Me,Missy 'Misdemeanor' Elliott
11/17/1997,33,As Long As You Love Me,Backstreet Boys
11/17/1997,34,The Impression That I Get,Mighty Mighty Bosstones
11/17/1997,35,Takes A Little Time,Amy Grant
11/17/1997,36,Honey,Mariah Carey
11/17/1997,37,What About Us,Total
11/17/1997,38,Butta Love,Next
11/17/1997,39,Spice Up Your Life,Spice Girls
11/17/1997,40,Something About The Way You Look Tonight,Elton John
11/24/1997,1,Tubthumping,Chumbawamba
11/24/1997,2,Fly,Sugar Ray
11/24/1997,3,Show Me Love,Robyn
11/24/1997,4,How Do I Live,LeAnn Rimes
11/24/1997,5,Foolish Games,Jewel
11/24/1997,6,I Don't Want To Wait,Paula Cole
11/24/1997,7,You Make Me Wanna...,Usher
11/24/1997,8,4 Seasons Of Loneliness,Boyz II Men
11/24/1997,9,All Cried Out,Allure &amp; 112
11/24/1997,10,Push,Matchbox 20
11/24/1997,11,Semi-charmed Life,Third Eye Blind
11/24/1997,12,Quit Playing Games (with My Heart),Backstreet Boys
11/24/1997,13,Walkin' On The Sun,Smash Mouth
11/24/1997,14,I Will Come To You,Hanson
11/24/1997,15,Butterfly,Mariah Carey
11/24/1997,16,Criminal,Fiona Apple
11/24/1997,17,All For You,Sister Hazel
11/24/1997,18,Building A Mystery,Sarah McLachlan
11/24/1997,19,I Do,Lisa Loeb
11/24/1997,20,Breaking All The Rules,She Moves
11/24/1997,21,If You Could Only See,Tonic
11/24/1997,22,As Long As You Love Me,Backstreet Boys
11/24/1997,23,Invisible Man,98 Degrees
11/24/1997,24,Candle In The Wind 1997,Elton John
11/24/1997,25,Legend Of A Cowgirl,Imani Coppola
11/24/1997,26,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
11/24/1997,27,My Body,LSG
11/24/1997,28,"Mo Money,mo Problems",Notorious B.I.G.
11/24/1997,29,Feel So Good,Mase
11/24/1997,30,2 Become 1,Spice Girls
11/24/1997,31,The One I Gave My Heart To,Aaliyah
11/24/1997,32,Takes A Little Time,Amy Grant
11/24/1997,33,Sock It 2 Me,Missy 'Misdemeanor' Elliott
11/24/1997,34,I'll Be Missing You,Puff Daddy &amp; Faith Evans
11/24/1997,35,Butta Love,Next
11/24/1997,36,Spice Up Your Life,Spice Girls
11/24/1997,37,"Truly,madly,deeply",Savage Garden
11/24/1997,38,What About Us,Total
11/24/1997,39,Something About The Way You Look Tonight,Elton John
11/24/1997,40,Honey,Mariah Carey
12/1/1997,1,Tubthumping,Chumbawamba
12/1/1997,2,Show Me Love,Robyn
12/1/1997,3,Fly,Sugar Ray
12/1/1997,4,You Make Me Wanna...,Usher
12/1/1997,5,How Do I Live,LeAnn Rimes
12/1/1997,6,I Don't Want To Wait,Paula Cole
12/1/1997,7,All Cried Out,Allure &amp; 112
12/1/1997,8,Foolish Games,Jewel
12/1/1997,9,4 Seasons Of Loneliness,Boyz II Men
12/1/1997,10,Push,Matchbox 20
12/1/1997,11,Semi-charmed Life,Third Eye Blind
12/1/1997,12,Walkin' On The Sun,Smash Mouth
12/1/1997,13,I Will Come To You,Hanson
12/1/1997,14,I Do,Lisa Loeb
12/1/1997,15,Quit Playing Games (with My Heart),Backstreet Boys
12/1/1997,16,Criminal,Fiona Apple
12/1/1997,17,"Truly,madly,deeply",Savage Garden
12/1/1997,18,As Long As You Love Me,Backstreet Boys
12/1/1997,19,All For You,Sister Hazel
12/1/1997,20,Breaking All The Rules,She Moves
12/1/1997,21,Butterfly,Mariah Carey
12/1/1997,22,Building A Mystery,Sarah McLachlan
12/1/1997,23,If You Could Only See,Tonic
12/1/1997,24,Candle In The Wind 1997,Elton John
12/1/1997,25,Feel So Good,Mase
12/1/1997,26,"Mo Money,mo Problems",Notorious B.I.G.
12/1/1997,27,My Body,LSG
12/1/1997,28,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
12/1/1997,29,Together Again,Janet Jackson
12/1/1997,30,Invisible Man,98 Degrees
12/1/1997,31,Takes A Little Time,Amy Grant
12/1/1997,32,The One I Gave My Heart To,Aaliyah
12/1/1997,33,Sock It 2 Me,Missy 'Misdemeanor' Elliott
12/1/1997,34,Butta Love,Next
12/1/1997,35,Legend Of A Cowgirl,Imani Coppola
12/1/1997,36,Spice Up Your Life,Spice Girls
12/1/1997,37,What About Us,Total
12/1/1997,38,Something About The Way You Look Tonight,Elton John
12/1/1997,39,Love You Down,Inoj
12/1/1997,40,How's It Going To Be,Third Eye Blind
12/8/1997,1,Tubthumping,Chumbawamba
12/8/1997,2,Show Me Love,Robyn
12/8/1997,3,Fly,Sugar Ray
12/8/1997,4,You Make Me Wanna...,Usher
12/8/1997,5,All Cried Out,Allure &amp; 112
12/8/1997,6,How Do I Live,LeAnn Rimes
12/8/1997,7,I Don't Want To Wait,Paula Cole
12/8/1997,8,Foolish Games,Jewel
12/8/1997,9,"Truly,madly,deeply",Savage Garden
12/8/1997,10,4 Seasons Of Loneliness,Boyz II Men
12/8/1997,11,I Do,Lisa Loeb
12/8/1997,12,Walkin' On The Sun,Smash Mouth
12/8/1997,13,As Long As You Love Me,Backstreet Boys
12/8/1997,14,I Will Come To You,Hanson
12/8/1997,15,Criminal,Fiona Apple
12/8/1997,16,Push,Matchbox 20
12/8/1997,17,Semi-charmed Life,Third Eye Blind
12/8/1997,18,Breaking All The Rules,She Moves
12/8/1997,19,Quit Playing Games (with My Heart),Backstreet Boys
12/8/1997,20,Butterfly,Mariah Carey
12/8/1997,21,All For You,Sister Hazel
12/8/1997,22,Feel So Good,Mase
12/8/1997,23,Building A Mystery,Sarah McLachlan
12/8/1997,24,If You Could Only See,Tonic
12/8/1997,25,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
12/8/1997,26,Candle In The Wind 1997,Elton John
12/8/1997,27,Together Again,Janet Jackson
12/8/1997,28,My Body,LSG
12/8/1997,29,"Mo Money,mo Problems",Notorious B.I.G.
12/8/1997,30,Takes A Little Time,Amy Grant
12/8/1997,31,It's All About The Benjamins,Puff Daddy &amp; The Family
12/8/1997,32,The One I Gave My Heart To,Aaliyah
12/8/1997,33,Spice Up Your Life,Spice Girls
12/8/1997,34,Butta Love,Next
12/8/1997,35,Something About The Way You Look Tonight,Elton John
12/8/1997,36,How's It Going To Be,Third Eye Blind
12/8/1997,37,Sock It 2 Me,Missy 'Misdemeanor' Elliott
12/8/1997,38,What About Us,Total
12/8/1997,39,Love You Down,Inoj
12/8/1997,40,A Song For Mama,Boyz II Men
12/15/1997,1,Tubthumping,Chumbawamba
12/15/1997,2,Show Me Love,Robyn
12/15/1997,3,Fly,Sugar Ray
12/15/1997,4,You Make Me Wanna...,Usher
12/15/1997,5,All Cried Out,Allure &amp; 112
12/15/1997,6,How Do I Live,LeAnn Rimes
12/15/1997,7,I Don't Want To Wait,Paula Cole
12/15/1997,8,"Truly,madly,deeply",Savage Garden
12/15/1997,9,Walkin' On The Sun,Smash Mouth
12/15/1997,10,Foolish Games,Jewel
12/15/1997,11,I Do,Lisa Loeb
12/15/1997,12,Together Again,Janet Jackson
12/15/1997,13,As Long As You Love Me,Backstreet Boys
12/15/1997,14,4 Seasons Of Loneliness,Boyz II Men
12/15/1997,15,I Will Come To You,Hanson
12/15/1997,16,Breaking All The Rules,She Moves
12/15/1997,17,Push,Matchbox 20
12/15/1997,18,Semi-charmed Life,Third Eye Blind
12/15/1997,19,Criminal,Fiona Apple
12/15/1997,20,Feel So Good,Mase
12/15/1997,21,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
12/15/1997,22,If You Could Only See,Tonic
12/15/1997,23,Candle In The Wind 1997,Elton John
12/15/1997,24,How's It Going To Be,Third Eye Blind
12/15/1997,25,Butterfly,Mariah Carey
12/15/1997,26,My Body,LSG
12/15/1997,27,Quit Playing Games (with My Heart),Backstreet Boys
12/15/1997,28,Building A Mystery,Sarah McLachlan
12/15/1997,29,It's All About The Benjamins,Puff Daddy &amp; The Family
12/15/1997,30,A Song For Mama,Boyz II Men
12/15/1997,31,3:00 AM,Matchbox 20
12/15/1997,32,Takes A Little Time,Amy Grant
12/15/1997,33,"Mo Money,mo Problems",Notorious B.I.G.
12/15/1997,34,Something About The Way You Look Tonight,Elton John
12/15/1997,35,What Would Happen,Meredith Brooks
12/15/1997,36,All For You,Sister Hazel
12/15/1997,37,Butta Love,Next
12/15/1997,38,The One I Gave My Heart To,Aaliyah
12/15/1997,39,Spice Up Your Life,Spice Girls
12/15/1997,40,Love You Down,Inoj
12/22/1997,1,Tubthumping,Chumbawamba
12/22/1997,2,Show Me Love,Robyn
12/22/1997,3,Fly,Sugar Ray
12/22/1997,4,You Make Me Wanna...,Usher
12/22/1997,5,All Cried Out,Allure &amp; 112
12/22/1997,6,"Truly,madly,deeply",Savage Garden
12/22/1997,7,How Do I Live,LeAnn Rimes
12/22/1997,8,Walkin' On The Sun,Smash Mouth
12/22/1997,9,I Don't Want To Wait,Paula Cole
12/22/1997,10,Together Again,Janet Jackson
12/22/1997,11,I Do,Lisa Loeb
12/22/1997,12,As Long As You Love Me,Backstreet Boys
12/22/1997,13,Foolish Games,Jewel
12/22/1997,14,I Will Come To You,Hanson
12/22/1997,15,Breaking All The Rules,She Moves
12/22/1997,16,4 Seasons Of Loneliness,Boyz II Men
12/22/1997,17,Semi-charmed Life,Third Eye Blind
12/22/1997,18,Push,Matchbox 20
12/22/1997,19,Criminal,Fiona Apple
12/22/1997,20,How's It Going To Be,Third Eye Blind
12/22/1997,21,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
12/22/1997,22,Feel So Good,Mase
12/22/1997,23,Candle In The Wind 1997,Elton John
12/22/1997,24,If You Could Only See,Tonic
12/22/1997,25,3:00 AM,Matchbox 20
12/22/1997,26,It's All About The Benjamins,Puff Daddy &amp; The Family
12/22/1997,27,My Body,LSG
12/22/1997,28,A Song For Mama,Boyz II Men
12/22/1997,29,Quit Playing Games (with My Heart),Backstreet Boys
12/22/1997,30,What Would Happen,Meredith Brooks
12/22/1997,31,"Mo Money,mo Problems",Notorious B.I.G.
12/22/1997,32,Butterfly,Mariah Carey
12/22/1997,33,The One I Gave My Heart To,Aaliyah
12/22/1997,34,Building A Mystery,Sarah McLachlan
12/22/1997,35,Something About The Way You Look Tonight,Elton John
12/22/1997,36,We're Not Making Love No More,Dru Hill
12/22/1997,37,Spice Up Your Life,Spice Girls
12/22/1997,38,Takes A Little Time,Amy Grant
12/22/1997,39,Butta Love,Next
12/22/1997,40,Love You Down,Inoj
