week,position,song,artist
4/23/2016,16,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
4/23/2016,17,Cheap Thrills,Sia
4/23/2016,18,Oui,Jeremih
4/23/2016,19,Down In The DM,Yo Gotti
4/23/2016,20,Exchange,Bryson Tiller
4/23/2016,21,Youth,Troye Sivan
4/23/2016,22,Humble And Kind,Tim McGraw
4/23/2016,23,2 Phones,Kevin Gates
4/23/2016,24,Piece By Piece,Kelly Clarkson
4/23/2016,25,Don't Let Me Down,Chainsmokers &amp; Daya
4/23/2016,26,Downtown,"Macklemore &amp; Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz"
4/23/2016,27,Came Here To Forget,Blake Shelton
4/23/2016,28,Be Alright,Ariana Grande
4/23/2016,29,No Role Modelz,J. Cole
4/23/2016,30,Famous,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://i.ytimg.com/vi/bNHR_9q1nIQ/hqdefault.jpg"" width=""75""/>"
4/23/2016,31,Sorry,Justin Bieber
4/23/2016,32,Team,Iggy Azalea
4/23/2016,33,Die A Happy Man,Thomas Rhett
4/23/2016,34,Father Stretch My Hands Pt. 1,Kanye West
4/23/2016,35,Somewhere On A Beach,Dierks Bentley
4/23/2016,36,Hello,Adele
4/23/2016,37,Close,Nick Jonas &amp; Tove Lo
4/23/2016,38,Never Forget You,Zara Larsson &amp; Mnek
4/23/2016,39,Like I Would,Zayn Malik
4/23/2016,40,Back To Sleep,Chris Brown
4/30/2016,1,Work,Rihanna &amp; Drake
4/30/2016,2,Panda,Desiigner
4/30/2016,3,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
4/30/2016,4,NO,Meghan Trainor
4/30/2016,5,Pillowtalk,Zayn Malik
4/30/2016,6,Cake By The Ocean,DNCE
4/30/2016,7,I Took A Pill In Ibiza,Mike Posner
4/30/2016,8,Stressed Out,Twenty One Pilots
4/30/2016,9,Pop Style,Drake
4/30/2016,10,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
4/30/2016,11,Love Yourself,Justin Bieber &amp; Jaden Smith
4/30/2016,12,One Dance,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=http://a3.mzstatic.com/us/r30/Music49/v4/90/ee/8b/90ee8b1a-460e-d846-8959-057151515e87/cover170x170.jpeg"" width=""75""/>"
4/30/2016,13,My House (EP),Flo Rida
4/30/2016,14,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
4/30/2016,15,Roses,Chainsmokers &amp; Rozes
4/30/2016,16,2 Phones,Kevin Gates
4/30/2016,17,Youth,Troye Sivan
4/30/2016,18,Oui,Jeremih
4/30/2016,19,Exchange,Bryson Tiller
4/30/2016,20,Dangerous Woman,Ariana Grande
4/30/2016,21,Humble And Kind,Tim McGraw
4/30/2016,22,Down In The DM,Yo Gotti
4/30/2016,23,Don't Let Me Down,Chainsmokers &amp; Daya
4/30/2016,24,Cheap Thrills,Sia
4/30/2016,25,Piece By Piece,Kelly Clarkson
4/30/2016,26,Famous,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://i.ytimg.com/vi/bNHR_9q1nIQ/hqdefault.jpg"" width=""75""/>"
4/30/2016,27,Came Here To Forget,Blake Shelton
4/30/2016,28,Never Forget You,Zara Larsson &amp; Mnek
4/30/2016,29,Father Stretch My Hands Pt. 1,Kanye West
4/30/2016,30,No Role Modelz,J. Cole
4/30/2016,31,Be Alright,Ariana Grande
4/30/2016,32,Like I Would,Zayn Malik
4/30/2016,33,Hello,Adele
4/30/2016,34,Team,Iggy Azalea
4/30/2016,35,Back To Sleep,Chris Brown
4/30/2016,36,Somewhere On A Beach,Dierks Bentley
4/30/2016,37,Think Of You,Chris Young &amp; Cassadee Pope
4/30/2016,38,Close,Nick Jonas &amp; Tove Lo
4/30/2016,39,Sorry,Justin Bieber
4/30/2016,40,Die A Happy Man,Thomas Rhett
5/7/2016,1,Panda,Desiigner
5/7/2016,2,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
5/7/2016,3,One Dance,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=http://a3.mzstatic.com/us/r30/Music49/v4/90/ee/8b/90ee8b1a-460e-d846-8959-057151515e87/cover170x170.jpeg"" width=""75""/>"
5/7/2016,4,Work,Rihanna &amp; Drake
5/7/2016,5,I Took A Pill In Ibiza,Mike Posner
5/7/2016,6,Cake By The Ocean,DNCE
5/7/2016,7,NO,Meghan Trainor
5/7/2016,8,Pillowtalk,Zayn Malik
5/7/2016,9,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
5/7/2016,10,Purple Rain,Prince
5/7/2016,11,Stressed Out,Twenty One Pilots
5/7/2016,12,2 Phones,Kevin Gates
5/7/2016,13,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
5/7/2016,14,Pop Style,Drake
5/7/2016,15,My House (EP),Flo Rida
5/7/2016,16,Youth,Troye Sivan
5/7/2016,17,Oui,Jeremih
5/7/2016,18,Love Yourself,Justin Bieber &amp; Jaden Smith
5/7/2016,19,When Doves Cry,Prince
5/7/2016,20,Roses,Chainsmokers &amp; Rozes
5/7/2016,21,Kiss,Prince
5/7/2016,22,Don't Let Me Down,Chainsmokers &amp; Daya
5/7/2016,23,Exchange,Bryson Tiller
5/7/2016,24,Down In The DM,Yo Gotti
5/7/2016,25,Piece By Piece,Kelly Clarkson
5/7/2016,26,Dangerous Woman,Ariana Grande
5/7/2016,27,Never Forget You,Zara Larsson &amp; Mnek
5/7/2016,28,Humble And Kind,Tim McGraw
5/7/2016,29,Famous,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://i.ytimg.com/vi/bNHR_9q1nIQ/hqdefault.jpg"" width=""75""/>"
5/7/2016,30,Little Red Corvette,Prince
5/7/2016,31,Cheap Thrills,Sia
5/7/2016,32,Father Stretch My Hands Pt. 1,Kanye West
5/7/2016,33,Just Like Fire,P!nk
5/7/2016,34,Back To Sleep,Chris Brown
5/7/2016,35,Came Here To Forget,Blake Shelton
5/7/2016,36,Think Of You,Chris Young &amp; Cassadee Pope
5/7/2016,37,Like I Would,Zayn Malik
5/7/2016,38,No Role Modelz,J. Cole
5/7/2016,39,Close,Nick Jonas &amp; Tove Lo
5/7/2016,40,Be Alright,Ariana Grande
5/14/2016,1,Panda,Desiigner
5/14/2016,2,One Dance,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=http://a3.mzstatic.com/us/r30/Music49/v4/90/ee/8b/90ee8b1a-460e-d846-8959-057151515e87/cover170x170.jpeg"" width=""75""/>"
5/14/2016,3,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
5/14/2016,4,Purple Rain,Prince
5/14/2016,5,I Took A Pill In Ibiza,Mike Posner
5/14/2016,6,Work,Rihanna &amp; Drake
5/14/2016,7,Cake By The Ocean,DNCE
5/14/2016,8,Formation,Beyonce Knowles
5/14/2016,9,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
5/14/2016,10,Sorry,Beyonce Knowles
5/14/2016,11,Hold Up,Beyonce Knowles
5/14/2016,12,Pop Style,Drake
5/14/2016,13,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
5/14/2016,14,6 Inch,Beyonce Knowles &amp; The Weeknd
5/14/2016,15,NO,Meghan Trainor
5/14/2016,16,Oui,Jeremih
5/14/2016,17,Pillowtalk,Zayn Malik
5/14/2016,18,2 Phones,Kevin Gates
5/14/2016,19,Love Yourself,Justin Bieber &amp; Jaden Smith
5/14/2016,20,Don't Hurt Yourself,Beyonce Knowles &amp; Jack White
5/14/2016,21,Stressed Out,Twenty One Pilots
5/14/2016,22,Don't Let Me Down,Chainsmokers &amp; Daya
5/14/2016,23,Dangerous Woman,Ariana Grande
5/14/2016,24,Raspberry Beret,Prince
5/14/2016,25,Just Like Fire,P!nk
5/14/2016,26,My House (EP),Flo Rida
5/14/2016,27,Down In The DM,Yo Gotti
5/14/2016,28,Freedom,Beyonce Knowles &amp; Kendrick Lamar
5/14/2016,29,Youth,Troye Sivan
5/14/2016,30,Pray You Catch Me,Beyonce Knowles
5/14/2016,31,All Night,Beyonce Knowles
5/14/2016,32,Roses,Chainsmokers &amp; Rozes
5/14/2016,33,Cheap Thrills,Sia
5/14/2016,34,Exchange,Bryson Tiller
5/14/2016,35,Never Forget You,Zara Larsson &amp; Mnek
5/14/2016,36,I Would Die 4 U,Prince
5/14/2016,37,Came Here To Forget,Blake Shelton
5/14/2016,38,Like I Would,Zayn Malik
5/14/2016,39,Be Alright,Ariana Grande
5/14/2016,40,Close,Nick Jonas &amp; Tove Lo
5/21/2016,1,One Dance,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=http://a3.mzstatic.com/us/r30/Music49/v4/90/ee/8b/90ee8b1a-460e-d846-8959-057151515e87/cover170x170.jpeg"" width=""75""/>"
5/21/2016,2,Panda,Desiigner
5/21/2016,3,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
5/21/2016,4,I Took A Pill In Ibiza,Mike Posner
5/21/2016,5,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
5/21/2016,6,This Is What You Came For,Calvin Harris &amp; Rihanna
5/21/2016,7,Formation,Beyonce Knowles
5/21/2016,8,Cake By The Ocean,DNCE
5/21/2016,9,Work,Rihanna &amp; Drake
5/21/2016,10,Hold Up,Beyonce Knowles
5/21/2016,11,Oui,Jeremih
5/21/2016,12,Sorry,Beyonce Knowles
5/21/2016,13,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
5/21/2016,14,Love Yourself,Justin Bieber &amp; Jaden Smith
5/21/2016,15,Pop Style,Drake
5/21/2016,16,H.O.L.Y.,Florida Georgia Line
5/21/2016,17,6 Inch,Beyonce Knowles &amp; The Weeknd
5/21/2016,18,Stressed Out,Twenty One Pilots
5/21/2016,19,Don't Hurt Yourself,Beyonce Knowles &amp; Jack White
5/21/2016,20,Just Like Fire,P!nk
5/21/2016,21,Dangerous Woman,Ariana Grande
5/21/2016,22,Pillowtalk,Zayn Malik
5/21/2016,23,My Boo,Ghost Town DJ's
5/21/2016,24,2 Phones,Kevin Gates
5/21/2016,25,Hype,Drake
5/21/2016,26,Controlla,Drake &amp; Beenie Man
5/21/2016,27,Don't Let Me Down,Chainsmokers &amp; Daya
5/21/2016,28,Exchange,Bryson Tiller
5/21/2016,29,My House (EP),Flo Rida
5/21/2016,30,Stitches,Shawn Mendes
5/21/2016,31,Grammys,Drake &amp; Future
5/21/2016,32,Pray You Catch Me,Beyonce Knowles
5/21/2016,33,NO,Meghan Trainor
5/21/2016,34,One Call Away,Charlie Puth
5/21/2016,35,Still Here,Drake
5/21/2016,36,Cheap Thrills,Sia
5/21/2016,37,Came Here To Forget,Blake Shelton
5/21/2016,38,Close,Nick Jonas &amp; Tove Lo
5/21/2016,39,Like I Would,Zayn Malik
5/21/2016,40,Roses,Chainsmokers &amp; Rozes
5/28/2016,1,Can't Stop The Feeling!,Justin Timberlake
5/28/2016,2,One Dance,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=http://a3.mzstatic.com/us/r30/Music49/v4/90/ee/8b/90ee8b1a-460e-d846-8959-057151515e87/cover170x170.jpeg"" width=""75""/>"
5/28/2016,3,Panda,Desiigner
5/28/2016,4,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
5/28/2016,5,I Took A Pill In Ibiza,Mike Posner
5/28/2016,6,This Is What You Came For,Calvin Harris &amp; Rihanna
5/28/2016,7,Formation,Beyonce Knowles
5/28/2016,8,Cake By The Ocean,DNCE
5/28/2016,9,Work,Rihanna &amp; Drake
5/28/2016,10,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
5/28/2016,11,Oui,Jeremih
5/28/2016,12,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
5/28/2016,13,Just Like Fire,P!nk
5/28/2016,14,Sorry,Beyonce Knowles
5/28/2016,15,Stressed Out,Twenty One Pilots
5/28/2016,16,Hold Up,Beyonce Knowles
5/28/2016,17,6 Inch,Beyonce Knowles &amp; The Weeknd
5/28/2016,18,Don't Hurt Yourself,Beyonce Knowles &amp; Jack White
5/28/2016,19,Pop Style,Drake
5/28/2016,20,Dangerous Woman,Ariana Grande
5/28/2016,21,Pillowtalk,Zayn Malik
5/28/2016,22,H.O.L.Y.,Florida Georgia Line
5/28/2016,23,2 Phones,Kevin Gates
5/28/2016,24,Love Yourself,Justin Bieber &amp; Jaden Smith
5/28/2016,25,Controlla,Drake &amp; Beenie Man
5/28/2016,26,My Boo,Ghost Town DJ's
5/28/2016,27,Exchange,Bryson Tiller
5/28/2016,28,Lost Boy,Ruth B
5/28/2016,29,Don't Mind,Kent Jones
5/28/2016,30,Cut It,O.T. Genasis &amp; Young Dolph
5/28/2016,31,One Call Away,Charlie Puth
5/28/2016,32,Hype,Drake
5/28/2016,33,Cheap Thrills,Sia
5/28/2016,34,NO,Meghan Trainor
5/28/2016,35,Still Here,Drake
5/28/2016,36,Stitches,Shawn Mendes
5/28/2016,37,Came Here To Forget,Blake Shelton
5/28/2016,38,Pray You Catch Me,Beyonce Knowles
5/28/2016,39,Like I Would,Zayn Malik
5/28/2016,40,Too Good,Drake &amp; Rihanna
6/4/2016,1,One Dance,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=http://a3.mzstatic.com/us/r30/Music49/v4/90/ee/8b/90ee8b1a-460e-d846-8959-057151515e87/cover170x170.jpeg"" width=""75""/>"
6/4/2016,2,Panda,Desiigner
6/4/2016,3,Can't Stop The Feeling!,Justin Timberlake
6/4/2016,4,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
6/4/2016,5,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
6/4/2016,6,This Is What You Came For,Calvin Harris &amp; Rihanna
6/4/2016,7,Formation,Beyonce Knowles
6/4/2016,8,Needed Me,Rihanna
6/4/2016,9,I Took A Pill In Ibiza,Mike Posner
6/4/2016,10,Work,Rihanna &amp; Drake
6/4/2016,11,Hold Up,Beyonce Knowles
6/4/2016,12,Cake By The Ocean,DNCE
6/4/2016,13,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
6/4/2016,14,Pop Style,Drake
6/4/2016,15,Oui,Jeremih
6/4/2016,16,Stressed Out,Twenty One Pilots
6/4/2016,17,Just Like Fire,P!nk
6/4/2016,18,Dangerous Woman,Ariana Grande
6/4/2016,19,Sorry,Beyonce Knowles
6/4/2016,20,Don't Hurt Yourself,Beyonce Knowles &amp; Jack White
6/4/2016,21,H.O.L.Y.,Florida Georgia Line
6/4/2016,22,6 Inch,Beyonce Knowles &amp; The Weeknd
6/4/2016,23,2 Phones,Kevin Gates
6/4/2016,24,Controlla,Drake &amp; Beenie Man
6/4/2016,25,Pillowtalk,Zayn Malik
6/4/2016,26,Don't Mind,Kent Jones
6/4/2016,27,Love Yourself,Justin Bieber &amp; Jaden Smith
6/4/2016,28,Exchange,Bryson Tiller
6/4/2016,29,One Call Away,Charlie Puth
6/4/2016,30,Too Good,Drake &amp; Rihanna
6/4/2016,31,Hype,Drake
6/4/2016,32,Middle,DJ Snake &amp; Bipolar Sunshine
6/4/2016,33,Ride,Twenty One Pilots
6/4/2016,34,Lost Boy,Ruth B
6/4/2016,35,Still Here,Drake
6/4/2016,36,Me Too,Meghan Trainor
6/4/2016,37,Pray You Catch Me,Beyonce Knowles
6/4/2016,38,Cheap Thrills,Sia
6/4/2016,39,My Boo,Ghost Town DJ's
6/4/2016,40,Stitches,Shawn Mendes
6/11/2016,1,One Dance,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=http://a3.mzstatic.com/us/r30/Music49/v4/90/ee/8b/90ee8b1a-460e-d846-8959-057151515e87/cover170x170.jpeg"" width=""75""/>"
6/11/2016,2,Panda,Desiigner
6/11/2016,3,Can't Stop The Feeling!,Justin Timberlake
6/11/2016,4,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
6/11/2016,5,Don't Let Me Down,Chainsmokers &amp; Daya
6/11/2016,6,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
6/11/2016,7,Dangerous Woman,Ariana Grande
6/11/2016,8,Needed Me,Rihanna
6/11/2016,9,Work,Rihanna &amp; Drake
6/11/2016,10,I Took A Pill In Ibiza,Mike Posner
6/11/2016,11,This Is What You Came For,Calvin Harris &amp; Rihanna
6/11/2016,12,Pop Style,Drake
6/11/2016,13,Formation,Beyonce Knowles
6/11/2016,14,Hold Up,Beyonce Knowles
6/11/2016,15,6 Inch,Beyonce Knowles &amp; The Weeknd
6/11/2016,16,Just Like Fire,P!nk
6/11/2016,17,H.O.L.Y.,Florida Georgia Line
6/11/2016,18,Cake By The Ocean,DNCE
6/11/2016,19,Don't Hurt Yourself,Beyonce Knowles &amp; Jack White
6/11/2016,20,Send My Love (To Your New Lover),Adele
6/11/2016,21,Stressed Out,Twenty One Pilots
6/11/2016,22,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
6/11/2016,23,Controlla,Drake &amp; Beenie Man
6/11/2016,24,One Call Away,Charlie Puth
6/11/2016,25,Sorry,Beyonce Knowles
6/11/2016,26,Oui,Jeremih
6/11/2016,27,Too Good,Drake &amp; Rihanna
6/11/2016,28,Don't Mind,Kent Jones
6/11/2016,29,Came Here To Forget,Blake Shelton
6/11/2016,30,Ride,Twenty One Pilots
6/11/2016,31,2 Phones,Kevin Gates
6/11/2016,32,Cut It,O.T. Genasis &amp; Young Dolph
6/11/2016,33,All The Way Up,Fat Joe
6/11/2016,34,Cheap Thrills,Sia
6/11/2016,35,Exchange,Bryson Tiller
6/11/2016,36,Pillowtalk,Zayn Malik
6/11/2016,37,Love Yourself,Justin Bieber &amp; Jaden Smith
6/11/2016,38,Humble And Kind,Tim McGraw
6/11/2016,39,Lost Boy,Ruth B
6/11/2016,40,Pray You Catch Me,Beyonce Knowles
6/18/2016,1,One Dance,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=http://a3.mzstatic.com/us/r30/Music49/v4/90/ee/8b/90ee8b1a-460e-d846-8959-057151515e87/cover170x170.jpeg"" width=""75""/>"
6/18/2016,2,Panda,Desiigner
6/18/2016,3,Can't Stop The Feeling!,Justin Timberlake
6/18/2016,4,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
6/18/2016,5,Don't Let Me Down,Chainsmokers &amp; Daya
6/18/2016,6,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
6/18/2016,7,Needed Me,Rihanna
6/18/2016,8,This Is What You Came For,Calvin Harris &amp; Rihanna
6/18/2016,9,Dangerous Woman,Ariana Grande
6/18/2016,10,I Took A Pill In Ibiza,Mike Posner
6/18/2016,11,Work,Rihanna &amp; Drake
6/18/2016,12,Don't Mind,Kent Jones
6/18/2016,13,Pop Style,Drake
6/18/2016,14,Just Like Fire,P!nk
6/18/2016,15,H.O.L.Y.,Florida Georgia Line
6/18/2016,16,Hold Up,Beyonce Knowles
6/18/2016,17,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
6/18/2016,18,6 Inch,Beyonce Knowles &amp; The Weeknd
6/18/2016,19,Formation,Beyonce Knowles
6/18/2016,20,Don't Hurt Yourself,Beyonce Knowles &amp; Jack White
6/18/2016,21,Send My Love (To Your New Lover),Adele
6/18/2016,22,Controlla,Drake &amp; Beenie Man
6/18/2016,23,Cake By The Ocean,DNCE
6/18/2016,24,One Call Away,Charlie Puth
6/18/2016,25,Stressed Out,Twenty One Pilots
6/18/2016,26,Sorry,Beyonce Knowles
6/18/2016,27,2 Phones,Kevin Gates
6/18/2016,28,Came Here To Forget,Blake Shelton
6/18/2016,29,Oui,Jeremih
6/18/2016,30,Me Too,Meghan Trainor
6/18/2016,31,Cut It,O.T. Genasis &amp; Young Dolph
6/18/2016,32,Somewhere On A Beach,Dierks Bentley
6/18/2016,33,Pillowtalk,Zayn Malik
6/18/2016,34,Too Good,Drake &amp; Rihanna
6/18/2016,35,Humble And Kind,Tim McGraw
6/18/2016,36,Pray You Catch Me,Beyonce Knowles
6/18/2016,37,Exchange,Bryson Tiller
6/18/2016,38,Cheap Thrills,Sia
6/18/2016,39,Love Yourself,Justin Bieber &amp; Jaden Smith
6/18/2016,40,All The Way Up,Fat Joe
6/25/2016,1,One Dance,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=http://a3.mzstatic.com/us/r30/Music49/v4/90/ee/8b/90ee8b1a-460e-d846-8959-057151515e87/cover170x170.jpeg"" width=""75""/>"
6/25/2016,2,Panda,Desiigner
6/25/2016,3,Can't Stop The Feeling!,Justin Timberlake
6/25/2016,4,Don't Let Me Down,Chainsmokers &amp; Daya
6/25/2016,5,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
6/25/2016,6,This Is What You Came For,Calvin Harris &amp; Rihanna
6/25/2016,7,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
6/25/2016,8,Needed Me,Rihanna
6/25/2016,9,Just Like Fire,P!nk
6/25/2016,10,Dangerous Woman,Ariana Grande
6/25/2016,11,I Took A Pill In Ibiza,Mike Posner
6/25/2016,12,Don't Mind,Kent Jones
6/25/2016,13,Work,Rihanna &amp; Drake
6/25/2016,14,For Free,DJ Khaled &amp; Drake
6/25/2016,15,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
6/25/2016,16,H.O.L.Y.,Florida Georgia Line
6/25/2016,17,Treat You Better,Shawn Mendes
6/25/2016,18,Pop Style,Drake
6/25/2016,19,6 Inch,Beyonce Knowles &amp; The Weeknd
6/25/2016,20,Hold Up,Beyonce Knowles
6/25/2016,21,Controlla,Drake &amp; Beenie Man
6/25/2016,22,Send My Love (To Your New Lover),Adele
6/25/2016,23,Don't Hurt Yourself,Beyonce Knowles &amp; Jack White
6/25/2016,24,2 Phones,Kevin Gates
6/25/2016,25,One Call Away,Charlie Puth
6/25/2016,26,Somewhere On A Beach,Dierks Bentley
6/25/2016,27,Oui,Jeremih
6/25/2016,28,All The Way Up,Fat Joe
6/25/2016,29,Stressed Out,Twenty One Pilots
6/25/2016,30,Cake By The Ocean,DNCE
6/25/2016,31,Too Good,Drake &amp; Rihanna
6/25/2016,32,Came Here To Forget,Blake Shelton
6/25/2016,33,Humble And Kind,Tim McGraw
6/25/2016,34,Cheap Thrills,Sia
6/25/2016,35,Pillowtalk,Zayn Malik
6/25/2016,36,Me Too,Meghan Trainor
6/25/2016,37,Love Yourself,Justin Bieber &amp; Jaden Smith
6/25/2016,38,Pray You Catch Me,Beyonce Knowles
6/25/2016,39,Cut It,O.T. Genasis &amp; Young Dolph
6/25/2016,40,Wicked,Future
7/2/2016,1,One Dance,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=http://a3.mzstatic.com/us/r30/Music49/v4/90/ee/8b/90ee8b1a-460e-d846-8959-057151515e87/cover170x170.jpeg"" width=""75""/>"
7/2/2016,2,Can't Stop The Feeling!,Justin Timberlake
7/2/2016,3,Panda,Desiigner
7/2/2016,4,Don't Let Me Down,Chainsmokers &amp; Daya
7/2/2016,5,Work From Home,Fifth Harmony &amp; Ty Dolla $ign
7/2/2016,6,This Is What You Came For,Calvin Harris &amp; Rihanna
7/2/2016,7,Needed Me,Rihanna
7/2/2016,8,Cheap Thrills,Sia
7/2/2016,9,Don't Mind,Kent Jones
7/2/2016,10,7 Years,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://images-na.ssl-images-amazon.com/images/I/51-7%2B6XeqyL._SS280.jpg"" width=""75""/>"
7/2/2016,11,"Me, Myself &amp; I",G-Eazy &amp; Bebe Rexha
7/2/2016,12,Just Like Fire,P!nk
7/2/2016,13,Work,Rihanna &amp; Drake
7/2/2016,14,Dangerous Woman,Ariana Grande
7/2/2016,15,Treat You Better,Shawn Mendes
7/2/2016,16,H.O.L.Y.,Florida Georgia Line
7/2/2016,17,I Took A Pill In Ibiza,Mike Posner
7/2/2016,18,For Free,DJ Khaled &amp; Drake
7/2/2016,19,Controlla,Drake &amp; Beenie Man
7/2/2016,20,Don't Hurt Yourself,Beyonce Knowles &amp; Jack White
7/2/2016,21,Pop Style,Drake
7/2/2016,22,All The Way Up,Fat Joe
7/2/2016,23,6 Inch,Beyonce Knowles &amp; The Weeknd
7/2/2016,24,One Call Away,Charlie Puth
7/2/2016,25,Hold Up,Beyonce Knowles
7/2/2016,26,Send My Love (To Your New Lover),Adele
7/2/2016,27,Too Good,Drake &amp; Rihanna
7/2/2016,28,2 Phones,Kevin Gates
7/2/2016,29,Stressed Out,Twenty One Pilots
7/2/2016,30,Oui,Jeremih
7/2/2016,31,Pray You Catch Me,Beyonce Knowles
7/2/2016,32,Never Be Like You,Flume &amp; Kai
7/2/2016,33,"Huntin', Fishin' &amp; Lovin' Every Day",Luke Bryan
7/2/2016,34,Me Too,Meghan Trainor
7/2/2016,35,Unsteady,X Ambassadors
7/2/2016,36,Came Here To Forget,Blake Shelton
7/2/2016,37,Somewhere On A Beach,Dierks Bentley
7/2/2016,38,Pillowtalk,Zayn Malik
